Point_ID,Vegetation_Layer,Percent_Cover,Species_Code,Scientific_Name,Common_Name
AA20152,Herb,40,utrfol,Utricularia foliosa,Leafy Bladderwort
AA20152,Herb,30,clajam,Cladium jamaicense,Jamaica Swamp Sawgrass
AA20246,Herb,50,bleser,Blechnum serrulatum,Toothed Midsorus Fern
AA20246,Herb,50,clajam,Cladium jamaicense,Jamaica Swamp Sawgrass
AA20096,Herb,30,clajam,Cladium jamaicense,Jamaica Swamp Sawgrass
AA20096,Herb,70,elecel,Eleocharis cellulosa,Gulf Coast Spikerush
AA20264,Herb,100,elecel,Eleocharis cellulosa,Gulf Coast Spikerush
AA20019,Herb,70,elecel,Eleocharis cellulosa,Gulf Coast Spikerush
AA20019,Herb,10,clajam,Cladium jamaicense,Jamaica Swamp Sawgrass
AA20019,Herb,20,utrfol,Utricularia foliosa,Leafy Bladderwort
AA20099,Herb,40,utrfol,Utricularia foliosa,Leafy Bladderwort
AA20099,Herb,10,utrpur,Utricularia purpurea,Eastern Purple Bladderwort
AA20099,Herb,50,elecel,Eleocharis cellulosa,Gulf Coast Spikerush
AA20158,Herb,90,clajam,Cladium jamaicense,Jamaica Swamp Sawgrass
AA20158,Herb,10,bleser,Blechnum serrulatum,Toothed Midsorus Fern
AA20014,Herb,10,elecel,Eleocharis cellulosa,Gulf Coast Spikerush
AA20014,Herb,30,utrfol,Utricularia foliosa,Leafy Bladderwort
AA20014,Herb,40,clajam,Cladium jamaicense,Jamaica Swamp Sawgrass
AA20014,Herb,10,bleser,Blechnum serrulatum,Toothed Midsorus Fern
AA20014,Herb,10,utrpur,Utricularia purpurea,Eastern Purple Bladderwort
AA20063,Herb,60,elecel,Eleocharis cellulosa,Gulf Coast Spikerush
AA20063,Herb,10,utrfol,Utricularia foliosa,Leafy Bladderwort
AA20063,Herb,30,utrpur,Utricularia purpurea,Eastern Purple Bladderwort
AA20229,Herb,100,elecel,Eleocharis cellulosa,Gulf Coast Spikerush
AA20236,Herb,100,elecel,Eleocharis cellulosa,Gulf Coast Spikerush
AA20221,Herb,95,elecel,Eleocharis cellulosa,Gulf Coast Spikerush
AA20221,Herb,5,clajam,Cladium jamaicense,Jamaica Swamp Sawgrass
AA20103,Herb,90,elecel,Eleocharis cellulosa,Gulf Coast Spikerush
AA20103,Herb,10,clajam,Cladium jamaicense,Jamaica Swamp Sawgrass
AA20119,Herb,100,elecel,Eleocharis cellulosa,Gulf Coast Spikerush
AA20252,Herb,95,elecel,Eleocharis cellulosa,Gulf Coast Spikerush
AA20252,Herb,5,clajam,Cladium jamaicense,Jamaica Swamp Sawgrass
AA20066,Herb,30,batmar,Batis maritima,Saltwort
AA20066,Herb,70,saramb,Sarcocornia ambigua,Perennial Glasswort
AA20134,Herb,80,batmar,Batis maritima,Saltwort
AA20134,Herb,20,saramb,Sarcocornia ambigua,Perennial Glasswort
AA20090,Herb,100,clajam,Cladium jamaicense,Jamaica Swamp Sawgrass
AA20199,Herb,30,clajam,Cladium jamaicense,Jamaica Swamp Sawgrass
AA20199,Herb,70,utrfol,Utricularia foliosa,Leafy Bladderwort
AA20039,Herb,100,clajam,Cladium jamaicense,Jamaica Swamp Sawgrass
AA20029,Herb,50,acrdan,Acrostichum danaeifolium,Giant Leather Fern
AA20029,Herb,30,clajam,Cladium jamaicense,Jamaica Swamp Sawgrass
AA20029,Herb,10,bleser,Blechnum serrulatum,Toothed Midsorus Fern
AA20029,Herb,10,tilutr,Tillandsia utriculata,Giant Airplant
AA20157,Herb,100,clajam,Cladium jamaicense,Jamaica Swamp Sawgrass
AA20117,Herb,100,clajam,Cladium jamaicense,Jamaica Swamp Sawgrass
AA20215,Herb,50,clajam,Cladium jamaicense,Jamaica Swamp Sawgrass
AA20215,Herb,30,utrfol,Utricularia foliosa,Leafy Bladderwort
AA20215,Herb,20,elecel,Eleocharis cellulosa,Gulf Coast Spikerush
AA20082,Herb,100,clajam,Cladium jamaicense,Jamaica Swamp Sawgrass
AA20001,Herb,100,clajam,Cladium jamaicense,Jamaica Swamp Sawgrass
AA20175,Herb,90,clajam,Cladium jamaicense,Jamaica Swamp Sawgrass
AA20175,Herb,10,tilutr,Tillandsia utriculata,Giant Airplant
AA20242,Herb,80,clajam,Cladium jamaicense,Jamaica Swamp Sawgrass
AA20242,Herb,10,elecel,Eleocharis cellulosa,Gulf Coast Spikerush
AA20242,Herb,10,utrfol,Utricularia foliosa,Leafy Bladderwort
AA20129,Herb,100,elecel,Eleocharis cellulosa,Gulf Coast Spikerush
AA20313,Herb,90,clajam,Cladium jamaicense,Jamaica Swamp Sawgrass
AA20313,Herb,10,bleser,Blechnum serrulatum,Toothed Midsorus Fern
AA20311,Herb,60,elecel,Eleocharis cellulosa,Gulf Coast Spikerush
AA20311,Herb,30,clajam,Cladium jamaicense,Jamaica Swamp Sawgrass
AA20311,Herb,10,utrpur,Utricularia purpurea,Eastern Purple Bladderwort
AA20248,Herb,30,elecel,Eleocharis cellulosa,Gulf Coast Spikerush
AA20248,Herb,70,utrpur,Utricularia purpurea,Eastern Purple Bladderwort
AA20097,Herb,30,elecel,Eleocharis cellulosa,Gulf Coast Spikerush
AA20097,Herb,20,clajam,Cladium jamaicense,Jamaica Swamp Sawgrass
AA20097,Herb,20,utrfol,Utricularia foliosa,Leafy Bladderwort
AA20097,Herb,30,utrpur,Utricularia purpurea,Eastern Purple Bladderwort
AA20126,Herb,40,clajam,Cladium jamaicense,Jamaica Swamp Sawgrass
AA20126,Herb,30,elecel,Eleocharis cellulosa,Gulf Coast Spikerush
AA20126,Herb,30,utrpur,Utricularia purpurea,Eastern Purple Bladderwort
AA20076,Herb,30,clajam,Cladium jamaicense,Jamaica Swamp Sawgrass
AA20076,Herb,45,elecel,Eleocharis cellulosa,Gulf Coast Spikerush
AA20076,Herb,25,utrpur,Utricularia purpurea,Eastern Purple Bladderwort
AA20155,Herb,40,clajam,Cladium jamaicense,Jamaica Swamp Sawgrass
AA20155,Herb,30,elecel,Eleocharis cellulosa,Gulf Coast Spikerush
AA20155,Herb,10,criame,Crinum americanum,Seven Sisters
AA20155,Herb,20,utrpur,Utricularia purpurea,Eastern Purple Bladderwort
AA20259,Herb,40,clajam,Cladium jamaicense,Jamaica Swamp Sawgrass
AA20259,Herb,25,elecel,Eleocharis cellulosa,Gulf Coast Spikerush
AA20259,Herb,5,saglan,Sagittaria lancifolia,Bulltongue Arrowhead
AA20259,Herb,10,criame,Crinum americanum,Seven Sisters
AA20259,Herb,10,oxyfil,Oxypolis filiformis,Water Cowbane
AA20259,Herb,10,utrpur,Utricularia purpurea,Eastern Purple Bladderwort
AA20257,Herb,60,elecel,Eleocharis cellulosa,Gulf Coast Spikerush
AA20257,Herb,20,utrpur,Utricularia purpurea,Eastern Purple Bladderwort
AA20257,Herb,10,saglan,Sagittaria lancifolia,Bulltongue Arrowhead
AA20257,Herb,9,clajam,Cladium jamaicense,Jamaica Swamp Sawgrass
AA20257,Herb,1,utrfol,Utricularia foliosa,Leafy Bladderwort
AA20069,Herb,70,clajam,Cladium jamaicense,Jamaica Swamp Sawgrass
AA20069,Herb,10,pelvir,Peltandra virginica,Green Arrow Arum
AA20069,Herb,20,utrfol,Utricularia foliosa,Leafy Bladderwort
AA20244,Herb,50,elecel,Eleocharis cellulosa,Gulf Coast Spikerush
AA20244,Herb,5,nymodo,Nymphaea odorata,American White Waterlily
AA20244,Herb,40,rhytra,Rhynchospora tracyi,Tracy's Beaksedge
AA20244,Herb,5,saglan,Sagittaria lancifolia,Bulltongue Arrowhead
AA20244,Herb,5,utrpur,Utricularia purpurea,Eastern Purple Bladderwort
AA20244,Herb,5,utrfol,Utricularia foliosa,Leafy Bladderwort
AA20244,Herb,10,clajam,Cladium jamaicense,Jamaica Swamp Sawgrass
AA20100,Herb,65,clajam,Cladium jamaicense,Jamaica Swamp Sawgrass
AA20100,Herb,10,saglan,Sagittaria lancifolia,Bulltongue Arrowhead
AA20100,Herb,10,utrpur,Utricularia purpurea,Eastern Purple Bladderwort
AA20100,Herb,10,utrfol,Utricularia foliosa,Leafy Bladderwort
AA20100,Herb,5,oxyfil,Oxypolis filiformis,Water Cowbane
AA20240,Herb,40,clajam,Cladium jamaicense,Jamaica Swamp Sawgrass
AA20240,Herb,20,rhytra,Rhynchospora tracyi,Tracy's Beaksedge
AA20240,Herb,10,utrfol,Utricularia foliosa,Leafy Bladderwort
AA20240,Herb,10,saglan,Sagittaria lancifolia,Bulltongue Arrowhead
AA20240,Herb,5,criame,Crinum americanum,Seven Sisters
AA20240,Herb,5,oxyfil,Oxypolis filiformis,Water Cowbane
AA20240,Herb,10,elecel,Eleocharis cellulosa,Gulf Coast Spikerush
AA20213,Herb,50,clajam,Cladium jamaicense,Jamaica Swamp Sawgrass
AA20213,Herb,5,saglan,Sagittaria lancifolia,Bulltongue Arrowhead
AA20213,Herb,20,utrpur,Utricularia purpurea,Eastern Purple Bladderwort
AA20213,Herb,5,oxyfil,Oxypolis filiformis,Water Cowbane
AA20213,Herb,20,rhytra,Rhynchospora tracyi,Tracy's Beaksedge
AA20108,Herb,80,clajam,Cladium jamaicense,Jamaica Swamp Sawgrass
AA20108,Herb,20,bleser,Blechnum serrulatum,Toothed Midsorus Fern
AA20166,Herb,100,clajam,Cladium jamaicense,Jamaica Swamp Sawgrass
AA20170,Herb,50,clajam,Cladium jamaicense,Jamaica Swamp Sawgrass
AA20170,Herb,20,oxyfil,Oxypolis filiformis,Water Cowbane
AA20170,Herb,20,rhytra,Rhynchospora tracyi,Tracy's Beaksedge
AA20170,Herb,5,utrcor,Utricularia cornuta,Horned Bladderwort
AA20170,Herb,5,saglan,Sagittaria lancifolia,Bulltongue Arrowhead
AA20170,Herb,5,casfil,Cassytha filiformis,Love Vine
AA20177,Herb,50,clajam,Cladium jamaicense,Jamaica Swamp Sawgrass
AA20177,Herb,30,rhytra,Rhynchospora tracyi,Tracy's Beaksedge
AA20177,Herb,25,utrpur,Utricularia purpurea,Eastern Purple Bladderwort
AA20177,Herb,5,criame,Crinum americanum,Seven Sisters
AA20235,Herb,65,clajam,Cladium jamaicense,Jamaica Swamp Sawgrass
AA20235,Herb,20,utrpur,Utricularia purpurea,Eastern Purple Bladderwort
AA20235,Herb,5,oxyfil,Oxypolis filiformis,Water Cowbane
AA20235,Herb,5,pelvir,Peltandra virginica,Green Arrow Arum
AA20235,Herb,5,saglan,Sagittaria lancifolia,Bulltongue Arrowhead
AA20214,Herb,29,clajam,Cladium jamaicense,Jamaica Swamp Sawgrass
AA20214,Herb,10,elecel,Eleocharis cellulosa,Gulf Coast Spikerush
AA20214,Herb,20,rhytra,Rhynchospora tracyi,Tracy's Beaksedge
AA20214,Herb,10,saglan,Sagittaria lancifolia,Bulltongue Arrowhead
AA20214,Herb,10,criame,Crinum americanum,Seven Sisters
AA20214,Herb,20,utrpur,Utricularia purpurea,Eastern Purple Bladderwort
AA20214,Herb,1,utrcor,Utricularia cornuta,Horned Bladderwort
AA20038,Herb,15,casfil,Cassytha filiformis,Love Vine
AA20038,Herb,45,clajam,Cladium jamaicense,Jamaica Swamp Sawgrass
AA20038,Herb,15,rhytra,Rhynchospora tracyi,Tracy's Beaksedge
AA20038,Herb,5,criame,Crinum americanum,Seven Sisters
AA20038,Herb,5,oxyfil,Oxypolis filiformis,Water Cowbane
AA20038,Herb,15,utrpur,Utricularia purpurea,Eastern Purple Bladderwort
AA20262,Herb,30,clajam,Cladium jamaicense,Jamaica Swamp Sawgrass
AA20262,Herb,10,criame,Crinum americanum,Seven Sisters
AA20262,Herb,40,rhytra,Rhynchospora tracyi,Tracy's Beaksedge
AA20262,Herb,10,schnig,Schoenus nigricans,Black Bogrush
AA20262,Herb,5,oxyfil,Oxypolis filiformis,Water Cowbane
AA20262,Herb,5,saglan,Sagittaria lancifolia,Bulltongue Arrowhead
AA20018,Herb,40,clajam,Cladium jamaicense,Jamaica Swamp Sawgrass
AA20018,Herb,10,saglan,Sagittaria lancifolia,Bulltongue Arrowhead
AA20018,Herb,30,rhytra,Rhynchospora tracyi,Tracy's Beaksedge
AA20018,Herb,5,criame,Crinum americanum,Seven Sisters
AA20018,Herb,5,utrfol,Utricularia foliosa,Leafy Bladderwort
AA20018,Herb,5,elecel,Eleocharis cellulosa,Gulf Coast Spikerush
AA20018,Herb,5,utrcor,Utricularia cornuta,Horned Bladderwort
AA20190,Herb,35,clajam,Cladium jamaicense,Jamaica Swamp Sawgrass
AA20190,Herb,30,rhytra,Rhynchospora tracyi,Tracy's Beaksedge
AA20190,Herb,5,elecel,Eleocharis cellulosa,Gulf Coast Spikerush
AA20190,Herb,5,oxyfil,Oxypolis filiformis,Water Cowbane
AA20190,Herb,15,utrpur,Utricularia purpurea,Eastern Purple Bladderwort
AA20190,Herb,5,saglan,Sagittaria lancifolia,Bulltongue Arrowhead
AA20190,Herb,5,utrcor,Utricularia cornuta,Horned Bladderwort
AA20083,Herb,40,clajam,Cladium jamaicense,Jamaica Swamp Sawgrass
AA20083,Herb,35,rhytra,Rhynchospora tracyi,Tracy's Beaksedge
AA20083,Herb,10,oxyfil,Oxypolis filiformis,Water Cowbane
AA20083,Herb,5,saglan,Sagittaria lancifolia,Bulltongue Arrowhead
AA20083,Herb,10,utrcor,Utricularia cornuta,Horned Bladderwort
AA20027,Herb,35,clajam,Cladium jamaicense,Jamaica Swamp Sawgrass
AA20027,Herb,10,utrpur,Utricularia purpurea,Eastern Purple Bladderwort
AA20027,Herb,30,rhytra,Rhynchospora tracyi,Tracy's Beaksedge
AA20027,Herb,10,utrcor,Utricularia cornuta,Horned Bladderwort
AA20027,Herb,5,saglan,Sagittaria lancifolia,Bulltongue Arrowhead
AA20027,Herb,5,criame,Crinum americanum,Seven Sisters
AA20027,Herb,5,elecel,Eleocharis cellulosa,Gulf Coast Spikerush
AA20033,Herb,35,clajam,Cladium jamaicense,Jamaica Swamp Sawgrass
AA20033,Herb,5,saglan,Sagittaria lancifolia,Bulltongue Arrowhead
AA20033,Herb,10,oxyfil,Oxypolis filiformis,Water Cowbane
AA20033,Herb,10,utrcor,Utricularia cornuta,Horned Bladderwort
AA20033,Herb,30,rhytra,Rhynchospora tracyi,Tracy's Beaksedge
AA20033,Herb,5,utrpur,Utricularia purpurea,Eastern Purple Bladderwort
AA20033,Herb,2,schnig,Schoenus nigricans,Black Bogrush
AA20033,Herb,3,criame,Crinum americanum,Seven Sisters
AA20241,Herb,5,criame,Crinum americanum,Seven Sisters
AA20241,Herb,5,elecel,Eleocharis cellulosa,Gulf Coast Spikerush
AA20241,Herb,35,rhytra,Rhynchospora tracyi,Tracy's Beaksedge
AA20241,Herb,10,oxyfil,Oxypolis filiformis,Water Cowbane
AA20241,Herb,30,clajam,Cladium jamaicense,Jamaica Swamp Sawgrass
AA20241,Herb,5,saglan,Sagittaria lancifolia,Bulltongue Arrowhead
AA20241,Herb,5,utrpur,Utricularia purpurea,Eastern Purple Bladderwort
AA20241,Herb,5,utrcor,Utricularia cornuta,Horned Bladderwort
AA20206,Herb,100,clajam,Cladium jamaicense,Jamaica Swamp Sawgrass
AA20071,Herb,80,elecel,Eleocharis cellulosa,Gulf Coast Spikerush
AA20071,Herb,20,clajam,Cladium jamaicense,Jamaica Swamp Sawgrass
AA20184,Herb,80,elecel,Eleocharis cellulosa,Gulf Coast Spikerush
AA20184,Herb,10,utrfol,Utricularia foliosa,Leafy Bladderwort
AA20184,Herb,10,clajam,Cladium jamaicense,Jamaica Swamp Sawgrass
AA20077,Herb,85,spovir,Sporobolus virginicus,Seashore Dropseed
AA20077,Herb,15,junroe,Juncus roemerianus,Needle Rush
AA20084,Herb,20,clajam,Cladium jamaicense,Jamaica Swamp Sawgrass
AA20084,Herb,70,elecel,Eleocharis cellulosa,Gulf Coast Spikerush
AA20084,Herb,10,utrpur,Utricularia purpurea,Eastern Purple Bladderwort
AA20301,Herb,50,batmar,Batis maritima,Saltwort
AA20301,Herb,50,ipoalb,Ipomoea alba,Moonflowers
AA20225,Herb,100,spovir,Sporobolus virginicus,Seashore Dropseed
AA20116,Herb,50,clajam,Cladium jamaicense,Jamaica Swamp Sawgrass
AA20116,Herb,25,elecel,Eleocharis cellulosa,Gulf Coast Spikerush
AA20116,Herb,5,casfil,Cassytha filiformis,Love Vine
AA20239,Herb,70,elecel,Eleocharis cellulosa,Gulf Coast Spikerush
AA20239,Herb,30,clajam,Cladium jamaicense,Jamaica Swamp Sawgrass
AA20089,Herb,50,elecel,Eleocharis cellulosa,Gulf Coast Spikerush
AA20089,Herb,50,utrfol,Utricularia foliosa,Leafy Bladderwort
AA20258,Herb,100,elecel,Eleocharis cellulosa,Gulf Coast Spikerush
AA20227,Herb,90,elecel,Eleocharis cellulosa,Gulf Coast Spikerush
AA20227,Herb,10,utrpur,Utricularia purpurea,Eastern Purple Bladderwort
AA20173,Herb,75,clajam,Cladium jamaicense,Jamaica Swamp Sawgrass
AA20173,Herb,5,oxyfil,Oxypolis filiformis,Water Cowbane
AA20173,Herb,5,criame,Crinum americanum,Seven Sisters
AA20173,Herb,10,rhytra,Rhynchospora tracyi,Tracy's Beaksedge
AA20173,Herb,5,utrcor,Utricularia cornuta,Horned Bladderwort
AA20067,Herb,60,clajam,Cladium jamaicense,Jamaica Swamp Sawgrass
AA20067,Herb,10,elecel,Eleocharis cellulosa,Gulf Coast Spikerush
AA20067,Herb,10,oxyfil,Oxypolis filiformis,Water Cowbane
AA20067,Herb,5,saglan,Sagittaria lancifolia,Bulltongue Arrowhead
AA20067,Herb,10,rhytra,Rhynchospora tracyi,Tracy's Beaksedge
AA20067,Herb,5,utrcor,Utricularia cornuta,Horned Bladderwort
AA20254,Herb,55,clajam,Cladium jamaicense,Jamaica Swamp Sawgrass
AA20254,Herb,5,utrcor,Utricularia cornuta,Horned Bladderwort
AA20254,Herb,5,oxyfil,Oxypolis filiformis,Water Cowbane
AA20254,Herb,5,criame,Crinum americanum,Seven Sisters
AA20254,Herb,20,rhytra,Rhynchospora tracyi,Tracy's Beaksedge
AA20254,Herb,10,elecel,Eleocharis cellulosa,Gulf Coast Spikerush
AA20186,Herb,60,clajam,Cladium jamaicense,Jamaica Swamp Sawgrass
AA20186,Herb,20,utrpur,Utricularia purpurea,Eastern Purple Bladderwort
AA20186,Herb,10,elecel,Eleocharis cellulosa,Gulf Coast Spikerush
AA20186,Herb,10,rhytra,Rhynchospora tracyi,Tracy's Beaksedge
AA20104,Herb,70,elecel,Eleocharis cellulosa,Gulf Coast Spikerush
AA20104,Herb,20,utrpur,Utricularia purpurea,Eastern Purple Bladderwort
AA20104,Herb,10,clajam,Cladium jamaicense,Jamaica Swamp Sawgrass
AA20078,Herb,70,clajam,Cladium jamaicense,Jamaica Swamp Sawgrass
AA20078,Herb,30,elecel,Eleocharis cellulosa,Gulf Coast Spikerush
AA20238,Herb,100,elecel,Eleocharis cellulosa,Gulf Coast Spikerush
AA20176,Herb,95,elecel,Eleocharis cellulosa,Gulf Coast Spikerush
AA20176,Herb,5,utrfol,Utricularia foliosa,Leafy Bladderwort
AA20220,Herb,100,clajam,Cladium jamaicense,Jamaica Swamp Sawgrass
AA20118,Herb,100,elecel,Eleocharis cellulosa,Gulf Coast Spikerush
AA20187,Herb,100,elecel,Eleocharis cellulosa,Gulf Coast Spikerush
AA20228,Herb,100,elecel,Eleocharis cellulosa,Gulf Coast Spikerush
AA20055,Herb,50,elecel,Eleocharis cellulosa,Gulf Coast Spikerush
AA20055,Herb,40,clajam,Cladium jamaicense,Jamaica Swamp Sawgrass
AA20055,Herb,10,utrpur,Utricularia purpurea,Eastern Purple Bladderwort
AA20061,Herb,100,elecel,Eleocharis cellulosa,Gulf Coast Spikerush
AA20237,Herb,95,elecel,Eleocharis cellulosa,Gulf Coast Spikerush
AA20237,Herb,5,utrpur,Utricularia purpurea,Eastern Purple Bladderwort
AA20057,Herb,100,clajam,Cladium jamaicense,Jamaica Swamp Sawgrass
AA20143,Herb,100,clajam,Cladium jamaicense,Jamaica Swamp Sawgrass
AA20005,Herb,80,utrpur,Utricularia purpurea,Eastern Purple Bladderwort
AA20005,Herb,20,elecel,Eleocharis cellulosa,Gulf Coast Spikerush
AA20253,Herb,80,clajam,Cladium jamaicense,Jamaica Swamp Sawgrass
AA20253,Herb,20,elecel,Eleocharis cellulosa,Gulf Coast Spikerush
AA20045,Herb,30,elecel,Eleocharis cellulosa,Gulf Coast Spikerush
AA20045,Herb,70,utrpur,Utricularia purpurea,Eastern Purple Bladderwort
AA20050,Herb,100,elecel,Eleocharis cellulosa,Gulf Coast Spikerush
AA20245,Herb,50,batmar,Batis maritima,Saltwort
AA20245,Herb,50,spovir,Sporobolus virginicus,Seashore Dropseed
AA20043,Herb,20,batmar,Batis maritima,Saltwort
AA20043,Herb,20,sualin,Suaeda linearis,Sea Blite
AA20043,Herb,20,spovir,Sporobolus virginicus,Seashore Dropseed
AA20133,Herb,22,batmar,Batis maritima,Saltwort
AA20133,Herb,11,sualin,Suaeda linearis,Sea Blite
AA20133,Herb,6,spabak,Spartina bakeri,Sand Cordgrass
AA20200,Herb,80,clajam,Cladium jamaicense,Jamaica Swamp Sawgrass
AA20200,Herb,20,elecel,Eleocharis cellulosa,Gulf Coast Spikerush
AA20112,Herb,40,clajam,Cladium jamaicense,Jamaica Swamp Sawgrass
AA20112,Herb,60,elecel,Eleocharis cellulosa,Gulf Coast Spikerush
AA20317,Herb,100,elecel,Eleocharis cellulosa,Gulf Coast Spikerush
AA20174,Herb,100,elecel,Eleocharis cellulosa,Gulf Coast Spikerush
AA20164,Herb,95,clajam,Cladium jamaicense,Jamaica Swamp Sawgrass
AA20164,Herb,5,elecel,Eleocharis cellulosa,Gulf Coast Spikerush
AA20218,Herb,100,clajam,Cladium jamaicense,Jamaica Swamp Sawgrass
AA20101,Herb,100,elecel,Eleocharis cellulosa,Gulf Coast Spikerush
AA20041,Herb,100,elecel,Eleocharis cellulosa,Gulf Coast Spikerush
AA20316,Herb,70,elecel,Eleocharis cellulosa,Gulf Coast Spikerush
AA20316,Herb,30,utrfol,Utricularia foliosa,Leafy Bladderwort
AA20230,Herb,100,elecel,Eleocharis cellulosa,Gulf Coast Spikerush
AA20064,Herb,90,clajam,Cladium jamaicense,Jamaica Swamp Sawgrass
AA20064,Herb,10,elecel,Eleocharis cellulosa,Gulf Coast Spikerush
AA20060,Herb,80,clajam,Cladium jamaicense,Jamaica Swamp Sawgrass
AA20060,Herb,20,elecel,Eleocharis cellulosa,Gulf Coast Spikerush
AA20233,Herb,90,clajam,Cladium jamaicense,Jamaica Swamp Sawgrass
AA20233,Herb,10,utrfol,Utricularia foliosa,Leafy Bladderwort
AA30023,Herb,60,clajam,Cladium jamaicense,Jamaica Swamp Sawgrass
AA30023,Herb,20,spabak,Spartina bakeri,Sand Cordgrass
AA30023,Herb,10,bleser,Blechnum serrulatum,Toothed Midsorus Fern
AA30023,Herb,10,lygmic,Lygodium microphyllum,Old World Climbing Fern
AA30037,Herb,90,bleser,Blechnum serrulatum,Toothed Midsorus Fern
AA30037,Herb,10,toxrad,Toxicodendron radicans,Eastern Poison Ivy
AA30036,Herb,65,junroe,Juncus roemerianus,Needle Rush
AA30036,Herb,25,spovir,Sporobolus virginicus,Seashore Dropseed
AA30036,Herb,10,sespor,Sesuvium portulacastrum,Shoreline Seapurslane
AA30054,Herb,70,spabak,Spartina bakeri,Sand Cordgrass
AA30054,Herb,30,sespor,Sesuvium portulacastrum,Shoreline Seapurslane
AA30052,Herb,100,clajam,Cladium jamaicense,Jamaica Swamp Sawgrass
AA30048,Herb,80,junroe,Juncus roemerianus,Needle Rush
AA30048,Herb,20,clajam,Cladium jamaicense,Jamaica Swamp Sawgrass
AA30056,Herb,90,junroe,Juncus roemerianus,Needle Rush
AA30056,Herb,10,clajam,Cladium jamaicense,Jamaica Swamp Sawgrass
AA30137,Herb,10,spabak,Spartina bakeri,Sand Cordgrass
AA30137,Herb,10,sespor,Sesuvium portulacastrum,Shoreline Seapurslane
AA30137,Herb,10,unipan,Uniola paniculata,Seaoats
AA30137,Herb,35,andvir,Andropogon virginicus,Broomsedge Bluestem
AA30137,Herb,10,andglo,Andropogon glomeratus,Bushy Bluestem
AA30137,Herb,20,impcyl,Imperata cylindrica,Cogongrass
AA30147,Herb,100,batmar,Batis maritima,Saltwort
AA30137,Herb,5,altspp,Alternanthera species,Joyweeds
AA30158,Herb,100,batmar,Batis maritima,Saltwort
AA30150,Herb,100,tilutr,Tillandsia utriculata,Giant Airplant
AA30171,Herb,100,batmar,Batis maritima,Saltwort
AA30169,Herb,20,batmar,Batis maritima,Saltwort
AA30169,Herb,80,salper,Sarcocornia perennis,Chickenclaws
AA30177,Herb,60,junroe,Juncus roemerianus,Needle Rush
AA30177,Herb,40,sespor,Sesuvium portulacastrum,Shoreline Seapurslane
AA30011,Herb,100,clajam,Cladium jamaicense,Jamaica Swamp Sawgrass
AA30014,Herb,65,elecel,Eleocharis cellulosa,Gulf Coast Spikerush
AA30014,Herb,30,utrfol,Utricularia foliosa,Leafy Bladderwort
AA30014,Herb,5,clajam,Cladium jamaicense,Jamaica Swamp Sawgrass
AA30007,Herb,95,clajam,Cladium jamaicense,Jamaica Swamp Sawgrass
AA30007,Herb,5,catber,Catopsis berteroniana,Powdery Strap Airplant
AA30002,Herb,100,clajam,Cladium jamaicense,Jamaica Swamp Sawgrass
AA30008,Herb,100,clajam,Cladium jamaicense,Jamaica Swamp Sawgrass
AA30001,Herb,50,acrdan,Acrostichum danaeifolium,Giant Leather Fern
AA30001,Herb,50,junroe,Juncus roemerianus,Needle Rush
AA30012,Herb,25,clajam,Cladium jamaicense,Jamaica Swamp Sawgrass
AA30012,Herb,65,junroe,Juncus roemerianus,Needle Rush
AA30012,Herb,10,elecel,Eleocharis cellulosa,Gulf Coast Spikerush
AA30015,Herb,75,clajam,Cladium jamaicense,Jamaica Swamp Sawgrass
AA30015,Herb,25,junroe,Juncus roemerianus,Needle Rush
AA30112,Herb,30,junroe,Juncus roemerianus,Needle Rush
AA30112,Herb,70,clajam,Cladium jamaicense,Jamaica Swamp Sawgrass
AA30109,Herb,100,clajam,Cladium jamaicense,Jamaica Swamp Sawgrass
AA30099,Herb,80,junroe,Juncus roemerianus,Needle Rush
AA30099,Herb,20,elecel,Eleocharis cellulosa,Gulf Coast Spikerush
AA30094,Herb,90,elecel,Eleocharis cellulosa,Gulf Coast Spikerush
AA30094,Herb,5,tilspp,Tillandsia species,Airplant
AA30094,Herb,5,catber,Catopsis berteroniana,Powdery Strap Airplant
AA30090,Herb,55,junroe,Juncus roemerianus,Needle Rush
AA30090,Herb,40,elecel,Eleocharis cellulosa,Gulf Coast Spikerush
AA30090,Herb,5,catber,Catopsis berteroniana,Powdery Strap Airplant
AA30089,Herb,100,junroe,Juncus roemerianus,Needle Rush
AA30079,Herb,100,junroe,Juncus roemerianus,Needle Rush
AA30057,Herb,100,junroe,Juncus roemerianus,Needle Rush
AA30206,Herb,100,batmar,Batis maritima,Saltwort
AA30209,Herb,100,batmar,Batis maritima,Saltwort
AA30213,Herb,100,batmar,Batis maritima,Saltwort
AA30235,Herb,100,batmar,Batis maritima,Saltwort
AA30237,Herb,100,tilutr,Tillandsia utriculata,Giant Airplant
AA30233,Herb,70,acrdan,Acrostichum danaeifolium,Giant Leather Fern
AA30233,Herb,30,toxrad,Toxicodendron radicans,Eastern Poison Ivy
AA30245,Herb,80,clajam,Cladium jamaicense,Jamaica Swamp Sawgrass
AA30245,Herb,20,acrdan,Acrostichum danaeifolium,Giant Leather Fern
AA30119,Herb,100,clajam,Cladium jamaicense,Jamaica Swamp Sawgrass
AA30125,Herb,80,clajam,Cladium jamaicense,Jamaica Swamp Sawgrass
