Point_ID,Visit_Date,Transport_Type,Veg_Code,Veg_Code_Name,Overall_Veg_Cover,Overall_Canopy_Height,Percentage_Tree,Percentage_Shrub,Percentage_Herb,Canopy_Tree,Canopy_Shrub,Canopy_Herb,Cattail,Exotics,Cell_Shape,Notes,decimalLongitude,decimalLatitude
AA10272,2/19/2010 0:00,helicopter,FHS,Tropical Hardwood Hammock,100,13,70,30,0,13,4,0,none,,50m x 50m grid cell,,-80.62267311,25.38575605
AA10258,2/19/2010 0:00,helicopter,MFGPX,Mixed Graminoid Freshwater Prairie,70,1,0,5,95,0,1,1,none,,50m x 50m grid cell,Mixed clajam muhcap prairie.,-80.6236075,25.40789036
AA10274,2/19/2010 0:00,helicopter,FHS,Tropical Hardwood Hammock,95,12,60,35,5,12,4,1,none,,50m x 50m grid cell,Exotic schter below threshold.,-80.61715668,25.40245127
AA10276,2/19/2010 0:00,helicopter,FHS,Tropical Hardwood Hammock,NA,NA,NA,NA,NA,NA,NA,NA,none,,50m x 50m grid cell,Too close to visitor center. Specific vegetation data not collected.,-80.61126075,25.38076264
AA10277,2/19/2010 0:00,helicopter,FHS,Tropical Hardwood Hammock,NA,NA,NA,NA,NA,NA,NA,NA,none,,50m x 50m grid cell,Too close to visitor center. Specific vegetation data not collected.,-80.61026816,25.38030849
AA10208,2/19/2010 0:00,helicopter,SUH,Tropical Hardwood Shrubland,100,4,30,70,0,10,4,0,none,,50m x 50m grid cell,SUH code overrides WUH found here.,-80.59633955,25.38388313
AA10232,2/19/2010 0:00,helicopter,SUn,Saw Palmetto Shrubland,90,2,0,73,27,0,2,1,none,,50m x 50m grid cell,Found cell has 5perc dead pinell trees.,-80.58939633,25.37934868
AA10275,2/19/2010 0:00,helicopter,FHS,Tropical Hardwood Hammock,100,12,60,30,10,12,4,1,none,,50m x 50m grid cell,Quevir only 42% of cell,-80.57641719,25.39556672
AA10195,2/26/2010 0:00,helicopter,CStGcS,Cypress Scrub-Short Sawgrass Marsh,60,2,0,20,80,0,2,1,none,,50m x 50m grid cell,,-80.69287805,25.33941501
AA10190,2/26/2010 0:00,helicopter,CStGPm,Cypress Scrub-Muhly Grass Prairie ,70,3,0,25,75,0,3,1,none,,50m x 50m grid cell,,-80.69587275,25.33400287
AA10179,2/26/2010 0:00,helicopter,MFGPc,Sawgrass Prairie,70,1,0,10,90,0,2,1,none,,50m x 50m grid cell,,-80.70639778,25.29609556
AA10210,2/26/2010 0:00,helicopter,MFGe,Spikerush Marsh,20,1,0,5,95,0,1,1,none,,50m x 50m grid cell,Lots of periphyton. MFGe with discrete clajam patches.,-80.6651794,25.29375009
AA10249,2/26/2010 0:00,helicopter,MFGcSS,Short Sawgrass Marsh-Sparse,40,1,0,0,100,0,0,1,none,,50m x 50m grid cell,MFGe to W of this cell.,-80.658226,25.29373415
AA10255,2/26/2010 0:00,helicopter,MFGcSD,Short Sawgrass Marsh-Dense,75,1,0,5,95,0,1,1,none,,50m x 50m grid cell,,-80.65276391,25.29326986
AA10248,2/26/2010 0:00,helicopter,MFGX,Mixed Graminoid Freshwater Marsh,30,1,0,2,98,0,1,1,none,,50m x 50m grid cell,Mixed elecel rhytra.,-80.64829389,25.29325927
AA10254,2/26/2010 0:00,helicopter,MFGX,Mixed Graminoid Freshwater Marsh,80,3,5,35,60,6,3,1,none,,50m x 50m grid cell,MFGX elecel rhytra on N.,-80.64873962,25.29735635
AA10244,2/26/2010 0:00,helicopter,MFGX,Mixed Graminoid Freshwater Marsh,30,1,0,0,100,0,0,1,none,,50m x 50m grid cell,Mixed clajam panhem.,-80.65473908,25.29733828
AA10245,2/26/2010 0:00,helicopter,MFGcSD,Short Sawgrass Marsh-Dense,90,1,0,5,95,0,2,1,none,,50m x 50m grid cell,MFGa on W. Some panhem pasgem rhytra elecel.,-80.6562214,25.30184396
AA10247,2/26/2010 0:00,helicopter,MFGX,Mixed Graminoid Freshwater Marsh,50,1,0,10,90,0,2,1,none,,50m x 50m grid cell,Mixed clajam elecel pasgem rhytra. Bayhead on N.,-80.6522273,25.30726606
AA10243,2/26/2010 0:00,helicopter,MFGX,Mixed Graminoid Freshwater Marsh,25,1,0,0,100,0,0,1,none,,50m x 50m grid cell,Mixed elecel rhytra. Tree island on E is rhiman chrica myrcer perbor clajam.,-80.64580334,25.30410938
AA10246,2/26/2010 0:00,helicopter,MFGcSD,Short Sawgrass Marsh-Dense,80,1,0,10,90,0,1,1,none,,50m x 50m grid cell,,-80.64280143,25.30317975
AA10292,2/26/2010 0:00,helicopter,CSBGc,Bayhead Swamp Scrub-Sawgrass Marsh,80,4,5,55,40,7,4,2,below threshold,,50m x 50m grid cell,Split cell MFG MFGc tree islands. Classified tree islands. Almost enough rhiman for CSBTGc.,-80.64378297,25.3072459
AA10242,2/26/2010 0:00,helicopter,MFGcTD,Tall Sawgrass Marsh-Dense,80,2,0,10,90,0,4,2,none,,50m x 50m grid cell,,-80.64425932,25.31946138
AA10191,2/26/2010 0:00,helicopter,MFGcSD,Short Sawgrass Marsh-Dense,80,1,0,10,90,0,2,1,none,,50m x 50m grid cell,,-80.65364171,25.33390964
AA10193,2/26/2010 0:00,helicopter,MFGcSS,Short Sawgrass Marsh-Sparse,60,1,0,5,95,0,2,1,none,,50m x 50m grid cell,,-80.64220656,25.33659149
AA10196,2/26/2010 0:00,helicopter,MFGcSD,Short Sawgrass Marsh-Dense,70,1,0,5,95,0,2,1,none,,50m x 50m grid cell,Cypress dome on S.,-80.63870183,25.3456135
AA10230,2/26/2010 0:00,helicopter,MFGPm,Muhly Grass Prairie,60,1,0,5,95,0,1,1,none,,50m x 50m grid cell,,-80.65508997,25.34881348
AA10198,2/26/2010 0:00,helicopter,MFGPm,Muhly Grass Prairie,60,1,0,5,95,0,2,1,none,,50m x 50m grid cell,,-80.65707755,25.34881812
AA10203,2/26/2010 0:00,helicopter,CSsG,Willow Scrub-Graminoid Marsh,40,2,0,40,60,0,2,1,below threshold,,50m x 50m grid cell,pictures show some cattail,-80.65602243,25.37048898
AA10184,2/26/2010 0:00,helicopter,WStGPX,Cypress Woodland-Mixed Prairie,80,7,30,20,50,7,4,1,none,,50m x 50m grid cell,Mixed clajam muhcap prairie. Tree island on NW.,-80.61247355,25.31213375
AA10180,2/26/2010 0:00,helicopter,CStGPc,Cypress Scrub-Sawgrass Prairie ,80,4,0,30,70,0,4,1,none,,50m x 50m grid cell,,-80.58272468,25.29579753
AA10183,2/26/2010 0:00,helicopter,CStGPm,Cypress Scrub-Muhly Grass Prairie ,80,4,5,25,70,7,4,1,none,,50m x 50m grid cell,,-80.5881469,25.30800405
AA10185,2/26/2010 0:00,helicopter,CStGPX,Cypress Scrub-Mixed Graminoid Prairie,70,4,0,20,80,0,4,1,none,,50m x 50m grid cell,Mixed clajam muhcap prairie.,-80.58464982,25.3138641
AA10186,2/26/2010 0:00,helicopter,MFGP,Graminoid Freshwater Prairie,70,1,0,5,95,0,2,1,none,,50m x 50m grid cell,Mixed clajam muhcap prairie.,-80.59705361,25.31841381
AA10188,2/26/2010 0:00,helicopter,CStGPc,Cypress Scrub-Sawgrass Prairie ,60,4,5,30,65,6,4,1,none,,50m x 50m grid cell,,-80.59804267,25.31977109
AA10192,2/26/2010 0:00,helicopter,MFGcSS,Short Sawgrass Marsh-Sparse,60,1,0,0,100,0,0,1,none,,50m x 50m grid cell,,-80.57712331,25.335516
AA10197,2/26/2010 0:00,helicopter,MFGcSS,Short Sawgrass Marsh-Sparse,50,1,0,0,100,0,0,1,none,,50m x 50m grid cell,Lots of periphyton.,-80.60888174,25.34779496
AA10201,2/26/2010 0:00,helicopter,MFGcSS,Short Sawgrass Marsh-Sparse,60,1,0,0,100,0,0,1,none,,50m x 50m grid cell,,-80.5785215,25.36216001
AA10148,2/26/2010 0:00,helicopter,MFGPX,Mixed Graminoid Freshwater Prairie,70,1,0,5,95,0,1,1,below threshold,,50m x 50m grid cell,Mixed clajam muhcap schrhi prairie.,-80.58778412,25.41501448
AA10237,2/26/2010 0:00,helicopter,MFGX,Mixed Graminoid Freshwater Marsh,90,2,0,5,95,0,2,2,MFGtS,,50m x 50m grid cell,Graminoids 40perc typdom 20panhem 10elecel 5clajam 5erigig.,-80.59275142,25.41820966
AA10238,2/26/2010 0:00,helicopter,SSs,Willow Shrubland,90,5,20,20,60,7,5,3,below threshold,,50m x 50m grid cell,Split cell with salcar and MFGg.,-80.59026198,25.42269818
AA10159,2/26/2010 0:00,helicopter,MFGPX,Mixed Graminoid Freshwater Prairie,60,1,0,0,100,0,0,1,none,,50m x 50m grid cell,Mixed clajam muhcap prairie.,-80.60859644,25.4362929
AA10227,2/26/2010 0:00,helicopter,MFGPm,Muhly Grass Prairie,70,1,0,0,100,0,0,1,none,,50m x 50m grid cell,,-80.61952605,25.43948227
AA10175,2/26/2010 0:00,helicopter,SUH,Tropical Hardwood Shrubland,80,4,20,75,5,6,4,1,none,,50m x 50m grid cell,SUH code overrides WUH found here. Tree island with MFGPc.,-80.59955333,25.46426278
AA10178,2/26/2010 0:00,helicopter,FHS,Tropical Hardwood Hammock,90,7,60,35,5,7,4,1,none,,50m x 50m grid cell,,-80.60897263,25.47377008
AA10102,2/26/2010 0:00,helicopter,MFGPX,Mixed Graminoid Freshwater Prairie,75,1,0,0,100,0,0,1,none,,50m x 50m grid cell,Mixed clajam muhcap schrhi prairie. Rocky.,-80.61192083,25.48506587
AA10101,2/26/2010 0:00,helicopter,CUWGPX,Upland Hardwood Scrub-Mixed Graminoid Prairie,90,4,5,40,55,7,4,1,none,,50m x 50m grid cell,Mixed clajam muhcap prairie.,-80.56416888,25.48402875
AA10223,2/26/2010 0:00,helicopter,CUWGPc,Upland Hardwood Scrub-Sawgrass Prairie,80,4,0,30,70,0,4,2,below threshold,,50m x 50m grid cell,,-80.57358687,25.49353828
AA10284,3/31/2010 0:00,helicopter,FHS,Tropical Hardwood Hammock,100,10,100,0,0,10,0,0,none,,50m x 50m grid cell,FHq because quevir 80perc of cell.,-80.71903464,25.41757842
AA10156,3/31/2010 0:00,helicopter,WUpRG,Pine Rockland-Graminoid Marsh,90,12,30,20,50,12,2,1,none,,50m x 50m grid cell,,-80.71204147,25.42975922
AA10149,3/31/2010 0:00,helicopter,WUpRX,Pine Rockland-Mixed,90,12,30,30,40,12,2,1,none,,50m x 50m grid cell,,-80.70957913,25.41982083
AA10147,3/31/2010 0:00,helicopter,FHS,Tropical Hardwood Hammock,80,7,70,20,10,7,3,1,none,,50m x 50m grid cell,,-80.70561478,25.41439463
AA10152,3/31/2010 0:00,helicopter,WUpRX,Pine Rockland-Mixed,90,12,30,40,30,12,2,1,none,,50m x 50m grid cell,,-80.6857059,25.42293239
AA10153,3/31/2010 0:00,helicopter,WUpRG,Pine Rockland-Graminoid Marsh,90,12,30,20,50,12,2,1,none,,50m x 50m grid cell,,-80.67922557,25.42923972
AA10228,3/31/2010 0:00,helicopter,WUpRG,Pine Rockland-Graminoid Marsh,70,10,20,20,60,10,3,1,none,,50m x 50m grid cell,,-80.69660475,25.43875864
AA10160,3/31/2010 0:00,helicopter,MFGPX,Mixed Graminoid Freshwater Prairie,70,1,0,5,95,0,3,1,none,,50m x 50m grid cell,Mixed clajam muhcap prairie. Small tree island on center is sidsal myrcer.,-80.70356868,25.43786981
AA10226,3/31/2010 0:00,helicopter,WUpRS,Pine Rockland-Shrubs,80,10,25,55,20,10,3,1,none,,50m x 50m grid cell,,-80.70655664,25.43606971
AA10166,3/31/2010 0:00,helicopter,WUpRG,Pine Rockland-Graminoid Marsh,80,11,20,10,70,11,3,1,none,,50m x 50m grid cell,,-80.70454338,25.4459992
AA10165,3/31/2010 0:00,helicopter,WUpRG,Pine Rockland-Graminoid Marsh,80,10,15,20,65,10,2,1,none,,50m x 50m grid cell,,-80.70205246,25.44780026
AA10261,3/31/2010 0:00,helicopter,CUWGPc,Upland Hardwood Scrub-Sawgrass Prairie,70,3,5,30,65,9,3,1,none,,50m x 50m grid cell,,-80.69206756,25.44779728
AA10172,3/31/2010 0:00,helicopter,MFGPm,Muhly Grass Prairie,70,1,0,5,95,0,1,1,none,,50m x 50m grid cell,Small tree island on center is sidsal mettox.,-80.68511127,25.46040755
AA10236,3/31/2010 0:00,helicopter,CUWGPc,Upland Hardwood Scrub-Sawgrass Prairie,80,2,0,30,70,0,2,1,none,,50m x 50m grid cell,,-80.70003975,25.45727815
AA10170,3/31/2010 0:00,helicopter,MFGPs,Little Bluestem Prairie,75,1,0,10,90,0,2,1,none,,50m x 50m grid cell,Small piece of tree island on SE.,-80.70601224,25.45548414
AA10168,3/31/2010 0:00,helicopter,CUWGPX,Upland Hardwood Scrub-Mixed Graminoid Prairie,80,1,5,20,75,8,2,1,none,,50m x 50m grid cell,Mixed clajam muhcap schrhi prairie. Piece of tree island at SW.,-80.72144523,25.44874137
AA10176,3/31/2010 0:00,helicopter,MFGPc,Sawgrass Prairie,60,1,0,0,100,0,0,1,none,,50m x 50m grid cell,,-80.71293637,25.47175266
AA10161,3/31/2010 0:00,helicopter,CUWGPX,Upland Hardwood Scrub-Mixed Graminoid Prairie,75,2,0,20,80,0,2,1,none,,50m x 50m grid cell,Mixed muhcap schrhi prairie.,-80.65731572,25.44047833
AA10163,3/31/2010 0:00,helicopter,CUWGPc,Upland Hardwood Scrub-Sawgrass Prairie,70,4,0,50,50,0,4,1,none,,50m x 50m grid cell,Piece of tree island at SE is sidsal cocdiv ilecas.,-80.63592766,25.44223297
AA10173,3/31/2010 0:00,helicopter,MFGPX,Mixed Graminoid Freshwater Prairie,70,1,0,10,90,0,2,1,none,,50m x 50m grid cell,Mixed muhcap schrhi prairie.,-80.65029262,25.4616833
AA10098,3/31/2010 0:00,helicopter,MFGP,Graminoid Freshwater Prairie,60,1,0,10,90,0,1,1,none,,50m x 50m grid cell,Rocky broken ground.,-80.64029714,25.47791388
AA10222,3/31/2010 0:00,helicopter,MFGPc,Sawgrass Prairie,75,1,0,0,100,0,0,1,none,,50m x 50m grid cell,,-80.67756668,25.49199764
AA10105,3/31/2010 0:00,helicopter,MFGPX,Mixed Graminoid Freshwater Prairie,80,1,0,10,90,0,3,1,none,,50m x 50m grid cell,Mixed clajam muhcap schnig schrhi prairie. Piece of tree island at SW.,-80.66907978,25.5028152
AA10106,3/31/2010 0:00,helicopter,MFGPc,Sawgrass Prairie,60,1,0,10,90,0,2,1,none,,50m x 50m grid cell,Piece of tree island at N is sidsal myrcer.,-80.63375536,25.50273123
AA10092,3/31/2010 0:00,helicopter,MFGPc,Sawgrass Prairie,90,4,10,20,70,8,3,1,none,EmS,50m x 50m grid cell,Exotic melqui 25perc of cell and casequi below threshold.,-80.54118575,25.64108452
AA10009,3/31/2010 0:00,helicopter,MFGcSS,Short Sawgrass Marsh-Sparse,50,1,0,5,95,0,1,1,none,,50m x 50m grid cell,muhcap appears in patches on rock outcrops,-80.56952684,25.6551675
AA10096,3/31/2010 0:00,helicopter,MFGPX,Mixed Graminoid Freshwater Prairie,60,1,0,5,95,0,3,1,none,,50m x 50m grid cell,Mixed clajam muhcap prairie. Exotic melqui below threshold.,-80.59046778,25.64980965
AA10090,3/31/2010 0:00,helicopter,MFGPX,Mixed Graminoid Freshwater Prairie,40,1,0,5,95,0,1,1,none,,50m x 50m grid cell,Mixed clajam muhcap prairie. Exotic melqui below threshold.,-80.57904719,25.63939251
AA10234,3/31/2010 0:00,helicopter,MFGPX,Mixed Graminoid Freshwater Prairie,65,1,0,10,90,0,3,1,none,EcST,50m x 50m grid cell,Mixed clajam muhcap prairie. Treated casequ.,-80.57259456,25.63305266
AA10287,3/31/2010 0:00,helicopter,SSB,Bayhead Shrubland,100,4,40,60,0,10,4,0,none,EsS,50m x 50m grid cell,SSB code overrides WSH found here. Exotic schter 12perc of cell.,-80.58659541,25.61597742
AA10288,3/31/2010 0:00,helicopter,SSB,Bayhead Shrubland,90,4,30,70,0,7,4,0,none,EsS,50m x 50m grid cell,SSB code overrides WSH found here. Exotic schter 32perc of cell.,-80.58460426,25.61683298
AA10078,3/31/2010 0:00,helicopter,MFGPm,Muhly Grass Prairie,55,1,0,0,100,0,0,1,none,,50m x 50m grid cell,Burned.,-80.5597079,25.61585709
AA10079,3/31/2010 0:00,helicopter,MFGPX,Mixed Graminoid Freshwater Prairie,50,1,0,5,95,0,2.5,1,none,,50m x 50m grid cell,Mixed clajam muhcap prairie. Burned and rocky.,-80.55572232,25.61629654
AA10077,3/31/2010 0:00,helicopter,MFGPX,Mixed Graminoid Freshwater Prairie,50,1,0,0,100,0,0,1,none,,50m x 50m grid cell,Mixed clajam muhcap prairie. Burned and rocky.,-80.56968223,25.61182321
AA10072,3/31/2010 0:00,helicopter,MFGPX,Mixed Graminoid Freshwater Prairie,80,1,0,5,95,0,2,1,none,,50m x 50m grid cell,Mixed andvir clajam muhcap rhydiv prairie. Rocky.,-80.56473194,25.60368139
AA10257,3/31/2010 0:00,helicopter,MFGPX,Mixed Graminoid Freshwater Prairie,70,1,0,0,100,0,0,1,none,,50m x 50m grid cell,Mixed clajam muhcap prairie.,-80.61383126,25.50990439
AA10109,3/31/2010 0:00,helicopter,MFGPX,Mixed Graminoid Freshwater Prairie,75,1,0,5,95,0,1,1,none,,50m x 50m grid cell,Mixed clajam muhcap prairie.,-80.60239941,25.50626169
AA10174,3/31/2010 0:00,helicopter,MFGPX,Mixed Graminoid Freshwater Prairie,80,1,0,5,95,0,1,1,none,,50m x 50m grid cell,Mixed clajam muhcap prairie.,-80.58015924,25.46330555
AA10114,3/31/2010 0:00,helicopter,MFGPc,Sawgrass Prairie,60,1,0,5,95,0,2,1,none,,50m x 50m grid cell,Tree island on NE is mettox sidsal schter myrcer salcar.,-80.58197066,25.51478367
AA10116,3/31/2010 0:00,helicopter,MFGPc,Sawgrass Prairie,75,1,0,10,90,0,2,1,none,,50m x 50m grid cell,,-80.5759871,25.51837861
AA10120,3/31/2010 0:00,helicopter,MFGX,Mixed Graminoid Freshwater Marsh,70,1,0,10,90,0,3,1,none,,50m x 50m grid cell,Mixed clajam elecel.,-80.61527066,25.52661428
AA10008,6/4/2010 0:00,helicopter,CSsGc,Willow Scrub-Sawgrass Marsh ,90,3,0,40,60,0,3,2,none,,50m x 50m grid cell,,-80.51282617,25.75567407
AA10042,6/4/2010 0:00,helicopter,MFGr,Beakrush Marsh,20,1,0,2,98,0,1.5,1,none,,50m x 50m grid cell,,-80.52944248,25.71419072
AA10036,6/4/2010 0:00,helicopter,MFGcSS,Short Sawgrass Marsh-Sparse,40,1,0,0,100,0,0,1,none,,50m x 50m grid cell,Lots of periphyton.,-80.50657034,25.70102157
AA10032,6/4/2010 0:00,helicopter,CSmGP,Wax Myrtle Scrub-Graminoid Prairie,100,7,30,20,50,7,2,1,none,EmS,50m x 50m grid cell,Exotic melqui 30perc of cell.,-80.49763625,25.69241255
AA10212,6/4/2010 0:00,helicopter,MFGcSS,Short Sawgrass Marsh-Sparse,40,1,0,0,100,0,0,1,none,,50m x 50m grid cell,Lots of periphyton.,-80.5359864,25.69750613
AA10211,6/4/2010 0:00,helicopter,MFGcSS,Short Sawgrass Marsh-Sparse,50,1,0,0,100,0,0,1,none,,50m x 50m grid cell,,-80.5539968,25.67859916
AA10028,6/4/2010 0:00,helicopter,MFGcSD,Short Sawgrass Marsh-Dense,70,1,0,0,100,0,0,1,none,,50m x 50m grid cell,,-80.56092926,25.6903593
AA10031,6/4/2010 0:00,helicopter,MFGcSS,Short Sawgrass Marsh-Sparse,50,1,0,0,100,0,0,1,none,,50m x 50m grid cell,,-80.58284498,25.69313265
AA10039,6/4/2010 0:00,helicopter,MFGcSS,Short Sawgrass Marsh-Sparse,40,1,0,0,100,0,0,1,none,,50m x 50m grid cell,Lots of periphyton.,-80.59973927,25.70762814
AA10049,6/4/2010 0:00,helicopter,MFGcSD,Short Sawgrass Marsh-Dense,80,1,0,0,100,0,0,1,none,,50m x 50m grid cell,,-80.60261848,25.74104726
AA10239,6/4/2010 0:00,helicopter,CShGc,Buttonbush Scrub-Sawgrass Marsh,90,2,0,20,80,0,2,2,none,,50m x 50m grid cell,,-80.56470864,25.74725992
AA10041,6/4/2010 0:00,helicopter,CShGc,Buttonbush Scrub-Sawgrass Marsh,80,2,0,30,70,0,3,2,none,,50m x 50m grid cell,,-80.60820422,25.70990866
AA10040,6/4/2010 0:00,helicopter,MFGcTD,Tall Sawgrass Marsh-Dense,80,2,0,10,90,0,2,2,below threshold,,50m x 50m grid cell,Exotic melqui below threshold. Stand of typdom to N.,-80.62066665,25.70903861
AA10035,6/4/2010 0:00,helicopter,MFGcSD,Short Sawgrass Marsh-Dense,80,1,0,0,100,0,0,1,none,,50m x 50m grid cell,Lots of periphyton.,-80.60974353,25.69636764
AA10033,6/4/2010 0:00,helicopter,MFGcSD,Short Sawgrass Marsh-Dense,75,1,0,0,100,0,0,1,none,,50m x 50m grid cell,,-80.62270287,25.69549873
AA10023,6/4/2010 0:00,helicopter,MFGcTD,Tall Sawgrass Marsh-Dense,90,2,0,0,100,0,0,2,none,,50m x 50m grid cell,,-80.62922022,25.68287326
AA10024,6/4/2010 0:00,helicopter,MFGcSD,Short Sawgrass Marsh-Dense,85,1,0,0,100,0,0,1,none,,50m x 50m grid cell,,-80.6337019,25.6837876
AA10020,6/4/2010 0:00,helicopter,CShGc,Buttonbush Scrub-Sawgrass Marsh,100,3,0,30,70,0,3,2,none,,50m x 50m grid cell,CShGc because cepocc 50perc of shrub layer. CSBGc acceptable with 45perc bayhead spp. Exotic melqui below threshold.,-80.64418581,25.67704093
AA10221,6/4/2010 0:00,helicopter,MFGcSS,Short Sawgrass Marsh-Sparse,50,1,0,0,100,0,0,1,none,,50m x 50m grid cell,,-80.6507459,25.64861173
AA10265,6/4/2010 0:00,helicopter,MFGcTD,Tall Sawgrass Marsh-Dense,100,2,0,5,95,0,2,2,none,,50m x 50m grid cell,,-80.66369602,25.64909364
AA10012,6/4/2010 0:00,helicopter,SSB,Bayhead Shrubland,100,4,30,60,10,7,4,1,none,,50m x 50m grid cell,SSB code overrides WS found here.,-80.67212479,25.66356112
AA10016,6/4/2010 0:00,helicopter,MFGcSS,Short Sawgrass Marsh-Sparse,80,1,0,5,95,0,1,1,none,,50m x 50m grid cell,Tree island to SW. Split cell with open area along airboat trail.,-80.66811424,25.67258223
AA10034,6/4/2010 0:00,helicopter,MFGcTD,Tall Sawgrass Marsh-Dense,90,2,0,0,100,0,0,2,none,,50m x 50m grid cell,,-80.66306845,25.69514606
AA10290,6/4/2010 0:00,helicopter,FSB,Bayhead Forest,100,8,70,20,10,8,4,1,none,,50m x 50m grid cell,Exotic schter below threshold.,-80.64162837,25.69915851
AA10215,6/4/2010 0:00,helicopter,MFGcTD,Tall Sawgrass Marsh-Dense,90,2,0,10,90,0,2,2,none,,50m x 50m grid cell,Edge of tree island on S.,-80.64106367,25.72128089
AA10289,6/4/2010 0:00,helicopter,FSB,Bayhead Forest,100,8,60,30,10,8,4,1,none,,50m x 50m grid cell,,-80.64452719,25.72986797
AA10048,6/4/2010 0:00,helicopter,MFGcTD,Tall Sawgrass Marsh-Dense,100,2,0,0,100,0,0,2,none,,50m x 50m grid cell,,-80.63155451,25.73389928
AA10002,6/4/2010 0:00,helicopter,MFGcSS,Short Sawgrass Marsh-Sparse,60,1,0,2,98,0,2,1,none,,50m x 50m grid cell,Split cell with MFGe.,-80.6399893,25.74701397
AA10052,6/4/2010 0:00,helicopter,MFGcSD,Short Sawgrass Marsh-Dense,70,1,0,0,100,0,0,1,none,,50m x 50m grid cell,MFGe on W.,-80.6544587,25.74298548
AA10053,6/4/2010 0:00,helicopter,MFGcSS,Short Sawgrass Marsh-Sparse,50,1,0,0,100,0,0,1,none,,50m x 50m grid cell,,-80.66941315,25.7434717
AA10240,6/4/2010 0:00,helicopter,MFGcTS,Tall Sawgrass Marsh-Sparse,80,2,0,10,90,0,1,2,MFGtS,,50m x 50m grid cell,,-80.66937441,25.75746823
AA10241,6/4/2010 0:00,helicopter,MFGcTS,Tall Sawgrass Marsh-Sparse,80,2,0,10,90,0,2,2,none,,50m x 50m grid cell,,-80.70527924,25.75483631
AA10233,6/4/2010 0:00,helicopter,MFGcSS,Short Sawgrass Marsh-Sparse,50,1,0,0,100,0,0,1,none,,50m x 50m grid cell,Lots of periphyton.,-80.69886719,25.72728137
AA10273,6/4/2010 0:00,helicopter,SSB,Bayhead Shrubland,100,4,30,60,10,7,4,2,none,,50m x 50m grid cell,SSB code overrides WS found here.,-80.71084879,25.71963003
AA10213,6/4/2010 0:00,helicopter,MFGcSD,Short Sawgrass Marsh-Dense,80,1,0,0,100,0,0,1,none,,50m x 50m grid cell,,-80.67098827,25.71457893
AA10220,6/4/2010 0:00,helicopter,MFGe,Spikerush Marsh,25,1,0,0,100,0,0,1,none,,50m x 50m grid cell,,-80.70006431,25.64736682
AA10291,6/4/2010 0:00,helicopter,SSB,Bayhead Shrubland,100,4,0,80,20,0,4,2,none,,50m x 50m grid cell,,-80.72897043,25.65829346
AA10263,6/4/2010 0:00,helicopter,MFGcSS,Short Sawgrass Marsh-Sparse,50,1,0,0,100,0,0,1,none,,50m x 50m grid cell,Between tram roads.,-80.76363324,25.74455809
AA10253,6/4/2010 0:00,helicopter,CSaG,Pond Apple Scrub-Graminoid Marsh,100,1,0,15,85,0,1,1,none,,50m x 50m grid cell,MFGX mixed clajam rhyinu rhytra understory.,-80.77008811,25.75811361
AA10252,6/4/2010 0:00,helicopter,MFGr,Beakrush Marsh,90,1,0,10,90,0,1,1,none,,50m x 50m grid cell,Found 50perc rhyinu 20rhytra 20clajam.,-80.77257499,25.75586712
AA10214,6/4/2010 0:00,helicopter,MFGPc,Sawgrass Prairie,40,1,0,10,90,0,3,1,none,,50m x 50m grid cell,Prairie.,-80.79459905,25.71164496
AA10256,6/4/2010 0:00,helicopter,MFGXcr,Sawgrass-Rhynchospora Marsh,70,1,0,10,90,0,2,1,none,,50m x 50m grid cell,Mixed clajam rhyinu.,-80.78924444,25.66424677
AA10219,6/4/2010 0:00,helicopter,MFGcSS,Short Sawgrass Marsh-Sparse,60,1,0,10,90,0,2,1,none,,50m x 50m grid cell,Rocky. There are prairie pockets but this is a marsh.,-80.85798622,25.63541488
AA10262,6/4/2010 0:00,helicopter,MFGcSS,Short Sawgrass Marsh-Sparse,65,1,0,15,85,0,4,1,none,,50m x 50m grid cell,Part of tree island is perbor some magvir. There are prairie pockets but this is a marsh.,-80.84640937,25.72976912
AA10075,8/6/2010 0:00,helicopter,MFGcSS,Short Sawgrass Marsh-Sparse,40,1,0,0,100,0,0,1,none,,50m x 50m grid cell,,-80.67376174,25.61118951
AA10076,8/6/2010 0:00,helicopter,MFGcSS,Short Sawgrass Marsh-Sparse,50,1,0,0,100,0,0,1,none,,50m x 50m grid cell,,-80.67127186,25.61118394
AA10018,8/6/2010 0:00,helicopter,MFGX,Mixed Graminoid Freshwater Marsh,40,1,0,0,100,0,0,1,none,,50m x 50m grid cell,Mixed clajam elecel.,-80.61280501,25.674252
AA10094,8/6/2010 0:00,helicopter,MFGcTS,Tall Sawgrass Marsh-Sparse,50,2,0,0,100,0,0,2,none,,50m x 50m grid cell,,-80.63530114,25.64947699
AA10087,8/6/2010 0:00,helicopter,MFGe,Spikerush Marsh,30,1,0,0,100,0,0,1,none,,50m x 50m grid cell,,-80.63336929,25.62960573
AA10084,8/6/2010 0:00,helicopter,MFGX,Mixed Graminoid Freshwater Marsh,60,1,0,0,100,0,0,1,none,,50m x 50m grid cell,Mixed clajam elecel rhytra. Borderline MFGXcr.,-80.62291592,25.62777309
